paper_id,title,year,url,arxiv_id,primary_category,categories,pdf_url,topic,reason
P0115,Tree Search for LLM Agent Reinforcement Learning,2025,http://arxiv.org/abs/2509.21240v2,2509.21240v2,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2509.21240v2,,ranked_by=relevance;score=6
P0116,Use of Retrieval-Augmented Large Language Model Agent for Long-Form COVID-19 Fact-Checking,2025,http://arxiv.org/abs/2512.00007v1,2512.00007v1,cs.IR,"cs.IR,cs.AI,cs.CL",https://arxiv.org/pdf/2512.00007v1,,ranked_by=relevance;score=6
P0117,We Should Identify and Mitigate Third-Party Safety Risks in MCP-Powered Agent Systems,2025,http://arxiv.org/abs/2506.13666v1,2506.13666v1,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2506.13666v1,,ranked_by=relevance;score=6
P0118,What Makes LLM Agent Simulations Useful for Policy? Insights From an Iterative Design Engagement in Emergency Preparedness,2025,http://arxiv.org/abs/2509.21868v1,2509.21868v1,cs.HC,"cs.HC,cs.CL",https://arxiv.org/pdf/2509.21868v1,,ranked_by=relevance;score=6
P0119,Where LLM Agents Fail and How They can Learn From Failures,2025,http://arxiv.org/abs/2509.25370v1,2509.25370v1,cs.AI,cs.AI,https://arxiv.org/pdf/2509.25370v1,,ranked_by=relevance;score=6
P0120,Agent-SafetyBench: Evaluating the Safety of LLM Agents,2024,http://arxiv.org/abs/2412.14470v2,2412.14470v2,cs.CL,cs.CL,https://arxiv.org/pdf/2412.14470v2,,ranked_by=relevance;score=6
P0121,AgentSquare: Automatic LLM Agent Search in Modular Design Space,2024,http://arxiv.org/abs/2410.06153v3,2410.06153v3,cs.CL,cs.CL,https://arxiv.org/pdf/2410.06153v3,,ranked_by=relevance;score=6
P0122,An LLM Agent for Automatic Geospatial Data Analysis,2024,http://arxiv.org/abs/2410.18792v2,2410.18792v2,cs.CY,"cs.CY,cs.CL",https://arxiv.org/pdf/2410.18792v2,,ranked_by=relevance;score=6
P0123,AvaTaR: Optimizing LLM Agents for Tool Usage via Contrastive Reasoning,2024,http://arxiv.org/abs/2406.11200v3,2406.11200v3,cs.LG,"cs.LG,cs.CL",https://arxiv.org/pdf/2406.11200v3,,ranked_by=relevance;score=6
P0124,Better than Your Teacher: LLM Agents that learn from Privileged AI Feedback,2024,http://arxiv.org/abs/2410.05434v1,2410.05434v1,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2410.05434v1,,ranked_by=relevance;score=6
P0125,CRMArena: Understanding the Capacity of LLM Agents to Perform Professional CRM Tasks in Realistic Environments,2024,http://arxiv.org/abs/2411.02305v2,2411.02305v2,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2411.02305v2,,ranked_by=relevance;score=6
P0126,CodeNav: Beyond tool-use to using real-world codebases with LLM agents,2024,http://arxiv.org/abs/2406.12276v1,2406.12276v1,cs.AI,"cs.AI,cs.CL,cs.SE",https://arxiv.org/pdf/2406.12276v1,,ranked_by=relevance;score=6
P0127,CodexGraph: Bridging Large Language Models and Code Repositories via Code Graph Databases,2024,http://arxiv.org/abs/2408.03910v2,2408.03910v2,cs.SE,"cs.SE,cs.AI,cs.CL",https://arxiv.org/pdf/2408.03910v2,,ranked_by=relevance;score=6
P0128,Controlling Large Language Model Agents with Entropic Activation Steering,2024,http://arxiv.org/abs/2406.00244v2,2406.00244v2,cs.CL,cs.CL,https://arxiv.org/pdf/2406.00244v2,,ranked_by=relevance;score=6
P0129,EHRAgent: Code Empowers Large Language Models for Few-shot Complex Tabular Reasoning on Electronic Health Records,2024,http://arxiv.org/abs/2401.07128v3,2401.07128v3,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2401.07128v3,,ranked_by=relevance;score=6
P0130,Elicitron: An LLM Agent-Based Simulation Framework for Design Requirements Elicitation,2024,http://arxiv.org/abs/2404.16045v1,2404.16045v1,cs.HC,"cs.HC,cs.AI,cs.MA",https://arxiv.org/pdf/2404.16045v1,,ranked_by=relevance;score=6
P0131,Empowering Large Language Model Agents through Action Learning,2024,http://arxiv.org/abs/2402.15809v2,2402.15809v2,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2402.15809v2,,ranked_by=relevance;score=6
P0132,Enhancing Decision-Making for LLM Agents via Step-Level Q-Value Models,2024,http://arxiv.org/abs/2409.09345v1,2409.09345v1,cs.AI,cs.AI,https://arxiv.org/pdf/2409.09345v1,,ranked_by=relevance;score=6
P0133,Evaluating and Enhancing LLMs Agent based on Theory of Mind in Guandan: A Multi-Player Cooperative Game under Imperfect Information,2024,http://arxiv.org/abs/2408.02559v1,2408.02559v1,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2408.02559v1,,ranked_by=relevance;score=6
P0134,Executable Code Actions Elicit Better LLM Agents,2024,http://arxiv.org/abs/2402.01030v4,2402.01030v4,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2402.01030v4,,ranked_by=relevance;score=6
P0135,Federated In-Context LLM Agent Learning,2024,http://arxiv.org/abs/2412.08054v1,2412.08054v1,cs.LG,"cs.LG,cs.AI,cs.CL,cs.CR",https://arxiv.org/pdf/2412.08054v1,,ranked_by=relevance;score=6
P0136,Imprompter: Tricking LLM Agents into Improper Tool Use,2024,http://arxiv.org/abs/2410.14923v2,2410.14923v2,cs.CR,cs.CR,https://arxiv.org/pdf/2410.14923v2,,ranked_by=relevance;score=6
P0137,LightVA: Lightweight Visual Analytics with LLM Agent-Based Task Planning and Execution,2024,http://arxiv.org/abs/2411.05651v2,2411.05651v2,cs.HC,cs.HC,https://arxiv.org/pdf/2411.05651v2,,ranked_by=relevance;score=6
P0138,MIRAI: Evaluating LLM Agents for Event Forecasting,2024,http://arxiv.org/abs/2407.01231v1,2407.01231v1,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2407.01231v1,,ranked_by=relevance;score=6
P0139,MeNTi: Bridging Medical Calculator and LLM Agent with Nested Tool Calling,2024,http://arxiv.org/abs/2410.13610v3,2410.13610v3,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2410.13610v3,,ranked_by=relevance;score=6
P0140,Moral Alignment for LLM Agents,2024,http://arxiv.org/abs/2410.01639v4,2410.01639v4,cs.LG,"cs.LG,cs.AI,cs.CY",https://arxiv.org/pdf/2410.01639v4,,ranked_by=relevance;score=6
P0141,SOEN-101: Code Generation by Emulating Software Process Models Using Large Language Model Agents,2024,http://arxiv.org/abs/2403.15852v2,2403.15852v2,cs.SE,"cs.SE,cs.AI",https://arxiv.org/pdf/2403.15852v2,,ranked_by=relevance;score=6
P0142,Small LLMs Are Weak Tool Learners: A Multi-LLM Agent,2024,http://arxiv.org/abs/2401.07324v3,2401.07324v3,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2401.07324v3,,ranked_by=relevance;score=6
P0143,Testing and Understanding Erroneous Planning in LLM Agents through Synthesized User Inputs,2024,http://arxiv.org/abs/2404.17833v1,2404.17833v1,cs.AI,"cs.AI,cs.PL",https://arxiv.org/pdf/2404.17833v1,,ranked_by=relevance;score=6
P0144,Transforming Wearable Data into Personal Health Insights using Large Language Model Agents,2024,http://arxiv.org/abs/2406.06464v4,2406.06464v4,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2406.06464v4,,ranked_by=relevance;score=6
P0145,MathChat: Converse to Tackle Challenging Math Problems with LLM Agents,2023,http://arxiv.org/abs/2306.01337v3,2306.01337v3,cs.CL,"cs.CL,stat.ML",https://arxiv.org/pdf/2306.01337v3,,ranked_by=relevance;score=6
P0146,Active Context Compression: Autonomous Memory Management in LLM Agents,2026,http://arxiv.org/abs/2601.07190v1,2601.07190v1,cs.AI,cs.AI,https://arxiv.org/pdf/2601.07190v1,,ranked_by=relevance;score=5
P0147,Agentic Memory: Learning Unified Long-Term and Short-Term Memory Management for Large Language Model Agents,2026,http://arxiv.org/abs/2601.01885v1,2601.01885v1,cs.CL,cs.CL,https://arxiv.org/pdf/2601.01885v1,,ranked_by=relevance;score=5
P0148,Coordinated Pandemic Control with Large Language Model Agents as Policymaking Assistants,2026,http://arxiv.org/abs/2601.09264v1,2601.09264v1,cs.AI,cs.AI,https://arxiv.org/pdf/2601.09264v1,,ranked_by=relevance;score=5
P0149,EnvScaler: Scaling Tool-Interactive Environments for LLM Agent via Programmatic Synthesis,2026,http://arxiv.org/abs/2601.05808v1,2601.05808v1,cs.CL,"cs.CL,cs.AI,cs.LG",https://arxiv.org/pdf/2601.05808v1,,ranked_by=relevance;score=5
P0150,EvoRoute: Experience-Driven Self-Routing LLM Agent Systems,2026,http://arxiv.org/abs/2601.02695v1,2601.02695v1,cs.CL,"cs.CL,cs.MA",https://arxiv.org/pdf/2601.02695v1,,ranked_by=relevance;score=5
P0151,From Failure to Mastery: Generating Hard Samples for Tool-use Agents,2026,http://arxiv.org/abs/2601.01498v1,2601.01498v1,cs.CL,cs.CL,https://arxiv.org/pdf/2601.01498v1,,ranked_by=relevance;score=5
P0152,Inferring Latent Intentions: Attributional Natural Language Inference in LLM Agents,2026,http://arxiv.org/abs/2601.08742v1,2601.08742v1,cs.CL,cs.CL,https://arxiv.org/pdf/2601.08742v1,,ranked_by=relevance;score=5
P0153,LLM Agent Framework for Intelligent Change Analysis in Urban Environment using Remote Sensing Imagery,2026,http://arxiv.org/abs/2601.02757v1,2601.02757v1,cs.AI,cs.AI,https://arxiv.org/pdf/2601.02757v1,,ranked_by=relevance;score=5
P0154,"LLM Agents in Law: Taxonomy, Applications, and Challenges",2026,http://arxiv.org/abs/2601.06216v1,2601.06216v1,cs.CY,"cs.CY,cs.AI",https://arxiv.org/pdf/2601.06216v1,,ranked_by=relevance;score=5
P0155,MAXS: Meta-Adaptive Exploration with LLM Agents,2026,http://arxiv.org/abs/2601.09259v1,2601.09259v1,cs.AI,cs.AI,https://arxiv.org/pdf/2601.09259v1,,ranked_by=relevance;score=5
P0156,Membox: Weaving Topic Continuity into Long-Range Memory for LLM Agents,2026,http://arxiv.org/abs/2601.03785v1,2601.03785v1,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2601.03785v1,,ranked_by=relevance;score=5
P0157,The Confidence Dichotomy: Analyzing and Mitigating Miscalibration in Tool-Use Agents,2026,http://arxiv.org/abs/2601.07264v1,2601.07264v1,cs.CL,cs.CL,https://arxiv.org/pdf/2601.07264v1,,ranked_by=relevance;score=5
P0158,ToolGym: an Open-world Tool-using Environment for Scalable Agent Testing and Data Curation,2026,http://arxiv.org/abs/2601.06328v1,2601.06328v1,cs.AI,cs.AI,https://arxiv.org/pdf/2601.06328v1,,ranked_by=relevance;score=5
P0159,What Do LLM Agents Know About Their World? Task2Quiz: A Paradigm for Studying Environment Understanding,2026,http://arxiv.org/abs/2601.09503v1,2601.09503v1,cs.AI,cs.AI,https://arxiv.org/pdf/2601.09503v1,,ranked_by=relevance;score=5
P0160,A Large-Language-Model Assisted Automated Scale Bar Detection and Extraction Framework for Scanning Electron Microscopic Images,2025,http://arxiv.org/abs/2510.11260v1,2510.11260v1,cs.CV,"cs.CV,cond-mat.mtrl-sci,cs.AI,physics.data-an",https://arxiv.org/pdf/2510.11260v1,,ranked_by=relevance;score=5
P0161,A Multi-LLM-Agent-Based Framework for Economic and Public Policy Analysis,2025,http://arxiv.org/abs/2502.16879v1,2502.16879v1,cs.AI,"cs.AI,econ.GN",https://arxiv.org/pdf/2502.16879v1,,ranked_by=relevance;score=5
P0162,A Novel Architecture for Symbolic Reasoning with Decision Trees and LLM Agents,2025,http://arxiv.org/abs/2508.05311v1,2508.05311v1,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2508.05311v1,,ranked_by=relevance;score=5
P0163,A-MEM: Agentic Memory for LLM Agents,2025,http://arxiv.org/abs/2502.12110v11,2502.12110v11,cs.CL,"cs.CL,cs.HC",https://arxiv.org/pdf/2502.12110v11,,ranked_by=relevance;score=5
P0164,ATLAS: Adaptive Trading with LLM AgentS Through Dynamic Prompt Optimization and Multi-Agent Coordination,2025,http://arxiv.org/abs/2510.15949v2,2510.15949v2,q-fin.TR,"q-fin.TR,cs.AI",https://arxiv.org/pdf/2510.15949v2,,ranked_by=relevance;score=5
P0165,Achieving Olympia-Level Geometry Large Language Model Agent via Complexity Boosting Reinforcement Learning,2025,http://arxiv.org/abs/2512.10534v2,2512.10534v2,cs.AI,cs.AI,https://arxiv.org/pdf/2512.10534v2,,ranked_by=relevance;score=5
P0166,Adversarial Reinforcement Learning for Large Language Model Agent Safety,2025,http://arxiv.org/abs/2510.05442v1,2510.05442v1,cs.LG,"cs.LG,cs.AI,cs.CL",https://arxiv.org/pdf/2510.05442v1,,ranked_by=relevance;score=5
P0167,AgenTracer: Who Is Inducing Failure in the LLM Agentic Systems?,2025,http://arxiv.org/abs/2509.03312v2,2509.03312v2,cs.CL,"cs.CL,cs.MA",https://arxiv.org/pdf/2509.03312v2,,ranked_by=relevance;score=5
P0168,AgentGuard: Repurposing Agentic Orchestrator for Safety Evaluation of Tool Orchestration,2025,http://arxiv.org/abs/2502.09809v1,2502.09809v1,cs.CR,"cs.CR,cs.AI",https://arxiv.org/pdf/2502.09809v1,,ranked_by=relevance;score=5
P0169,AgentSpec: Customizable Runtime Enforcement for Safe and Reliable LLM Agents,2025,http://arxiv.org/abs/2503.18666v3,2503.18666v3,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2503.18666v3,,ranked_by=relevance;score=5
P0170,AgentVigil: Generic Black-Box Red-teaming for Indirect Prompt Injection against LLM Agents,2025,http://arxiv.org/abs/2505.05849v4,2505.05849v4,cs.CR,"cs.CR,cs.AI",https://arxiv.org/pdf/2505.05849v4,,ranked_by=relevance;score=5
P0171,Aligning LLM agents with human learning and adjustment behavior: a dual agent approach,2025,http://arxiv.org/abs/2511.00993v1,2511.00993v1,cs.AI,"cs.AI,cs.LG",https://arxiv.org/pdf/2511.00993v1,,ranked_by=relevance;score=5
P0172,Aligning Large Language Model Agents with Rational and Moral Preferences: A Supervised Fine-Tuning Approach,2025,http://arxiv.org/abs/2507.20796v1,2507.20796v1,econ.GN,"econ.GN,cs.AI,cs.LG",https://arxiv.org/pdf/2507.20796v1,,ranked_by=relevance;score=5
P0173,Architecting Resilient LLM Agents: A Guide to Secure Plan-then-Execute Implementations,2025,http://arxiv.org/abs/2509.08646v1,2509.08646v1,cs.CR,"cs.CR,cs.AI,eess.SY",https://arxiv.org/pdf/2509.08646v1,,ranked_by=relevance;score=5
P0174,Are LLM Agents the New RPA? A Comparative Study with RPA Across Enterprise Workflows,2025,http://arxiv.org/abs/2509.04198v1,2509.04198v1,cs.CY,"cs.CY,cs.MA",https://arxiv.org/pdf/2509.04198v1,,ranked_by=relevance;score=5
P0175,AutoAgent: A Fully-Automated and Zero-Code Framework for LLM Agents,2025,http://arxiv.org/abs/2502.05957v3,2502.05957v3,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2502.05957v3,,ranked_by=relevance;score=5
P0176,AutoPentester: An LLM Agent-based Framework for Automated Pentesting,2025,http://arxiv.org/abs/2510.05605v1,2510.05605v1,cs.CR,"cs.CR,cs.AI",https://arxiv.org/pdf/2510.05605v1,,ranked_by=relevance;score=5
P0177,Automating Structural Engineering Workflows with Large Language Model Agents,2025,http://arxiv.org/abs/2510.11004v1,2510.11004v1,cs.MA,"cs.MA,cs.AI,cs.CE,cs.CL",https://arxiv.org/pdf/2510.11004v1,,ranked_by=relevance;score=5
P0178,Autonomy Matters: A Study on Personalization-Privacy Dilemma in LLM Agents,2025,http://arxiv.org/abs/2510.04465v1,2510.04465v1,cs.HC,"cs.HC,cs.AI,cs.CR",https://arxiv.org/pdf/2510.04465v1,,ranked_by=relevance;score=5
P0179,Benevolent Dictators? On LLM Agent Behavior in Dictator Games,2025,http://arxiv.org/abs/2511.08721v1,2511.08721v1,cs.LG,"cs.LG,cs.AI,cs.CL",https://arxiv.org/pdf/2511.08721v1,,ranked_by=relevance;score=5
P0180,BuildBench: Benchmarking LLM Agents on Compiling Real-World Open-Source Software,2025,http://arxiv.org/abs/2509.25248v1,2509.25248v1,cs.SE,"cs.SE,cs.AI,cs.PL",https://arxiv.org/pdf/2509.25248v1,,ranked_by=relevance;score=5
P0181,Can LLM Agents Really Debate? A Controlled Study of Multi-Agent Debate in Logical Reasoning,2025,http://arxiv.org/abs/2511.07784v1,2511.07784v1,cs.MA,cs.MA,https://arxiv.org/pdf/2511.07784v1,,ranked_by=relevance;score=5
P0182,ChatVis: Large Language Model Agent for Generating Scientific Visualizations,2025,http://arxiv.org/abs/2507.23096v1,2507.23096v1,cs.HC,cs.HC,https://arxiv.org/pdf/2507.23096v1,,ranked_by=relevance;score=5
P0183,CodeARC: Benchmarking Reasoning Capabilities of LLM Agents for Inductive Program Synthesis,2025,http://arxiv.org/abs/2503.23145v2,2503.23145v2,cs.PL,"cs.PL,cs.AI,cs.CL,cs.LG",https://arxiv.org/pdf/2503.23145v2,,ranked_by=relevance;score=5
P0184,Commercial LLM Agents Are Already Vulnerable to Simple Yet Dangerous Attacks,2025,http://arxiv.org/abs/2502.08586v1,2502.08586v1,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2502.08586v1,,ranked_by=relevance;score=5
P0185,Conformal Constrained Policy Optimization for Cost-Effective LLM Agents,2025,http://arxiv.org/abs/2511.11828v1,2511.11828v1,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2511.11828v1,,ranked_by=relevance;score=5
P0186,CostBench: Evaluating Multi-Turn Cost-Optimal Planning and Adaptation in Dynamic Environments for LLM Tool-Use Agents,2025,http://arxiv.org/abs/2511.02734v1,2511.02734v1,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2511.02734v1,,ranked_by=relevance;score=5
P0187,"DEBATE: A Large-Scale Benchmark for Role-Playing LLM Agents in Multi-Agent, Long-Form Debates",2025,http://arxiv.org/abs/2510.25110v1,2510.25110v1,cs.CL,cs.CL,https://arxiv.org/pdf/2510.25110v1,,ranked_by=relevance;score=5
P0188,DRAFT-RL: Multi-Agent Chain-of-Draft Reasoning for Reinforcement Learning-Enhanced LLMs,2025,http://arxiv.org/abs/2511.20468v1,2511.20468v1,cs.AI,cs.AI,https://arxiv.org/pdf/2511.20468v1,,ranked_by=relevance;score=5
P0189,DataSciBench: An LLM Agent Benchmark for Data Science,2025,http://arxiv.org/abs/2502.13897v1,2502.13897v1,cs.CL,"cs.CL,cs.AI,cs.LG",https://arxiv.org/pdf/2502.13897v1,,ranked_by=relevance;score=5
P0190,Doc2Agent: Scalable Generation of Tool-Using Agents from API Documentation,2025,http://arxiv.org/abs/2506.19998v1,2506.19998v1,cs.CL,cs.CL,https://arxiv.org/pdf/2506.19998v1,,ranked_by=relevance;score=5
P0191,Does AI-Assisted Coding Deliver? A Difference-in-Differences Study of Cursor's Impact on Software Projects,2025,http://arxiv.org/abs/2511.04427v2,2511.04427v2,cs.SE,"cs.SE,cs.AI",https://arxiv.org/pdf/2511.04427v2,,ranked_by=relevance;score=5
P0192,Doppelganger Method: Breaking Role Consistency in LLM Agent via Prompt-based Transferable Adversarial Attack,2025,http://arxiv.org/abs/2506.14539v2,2506.14539v2,cs.AI,"cs.AI,cs.CR",https://arxiv.org/pdf/2506.14539v2,,ranked_by=relevance;score=5
P0193,EU-Agent-Bench: Measuring Illegal Behavior of LLM Agents Under EU Law,2025,http://arxiv.org/abs/2510.21524v1,2510.21524v1,cs.AI,cs.AI,https://arxiv.org/pdf/2510.21524v1,,ranked_by=relevance;score=5
P0194,Enforcing Temporal Constraints for LLM Agents,2025,http://arxiv.org/abs/2512.23738v1,2512.23738v1,cs.PL,"cs.PL,cs.AI,cs.FL,cs.LO",https://arxiv.org/pdf/2512.23738v1,,ranked_by=relevance;score=5
P0195,Enhancing LLM Agent Safety via Causal Influence Prompting,2025,http://arxiv.org/abs/2507.00979v1,2507.00979v1,cs.AI,"cs.AI,cs.CL,cs.LG",https://arxiv.org/pdf/2507.00979v1,,ranked_by=relevance;score=5
P0196,Evolution of Cooperation in LLM-Agent Societies: A Preliminary Study Using Different Punishment Strategies,2025,http://arxiv.org/abs/2504.19487v3,2504.19487v3,cs.MA,cs.MA,https://arxiv.org/pdf/2504.19487v3,,ranked_by=relevance;score=5
P0197,Exemplar-Guided Planing: Enhanced LLM Agent for KGQA,2025,http://arxiv.org/abs/2510.15283v1,2510.15283v1,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2510.15283v1,,ranked_by=relevance;score=5
P0198,Exploring Communication Strategies for Collaborative LLM Agents in Mathematical Problem-Solving,2025,http://arxiv.org/abs/2507.17753v1,2507.17753v1,cs.HC,"cs.HC,cs.AI,cs.CL,cs.CY",https://arxiv.org/pdf/2507.17753v1,,ranked_by=relevance;score=5
P0199,Exposing LLM User Privacy via Traffic Fingerprint Analysis: A Study of Privacy Risks in LLM Agent Interactions,2025,http://arxiv.org/abs/2510.07176v1,2510.07176v1,cs.CR,cs.CR,https://arxiv.org/pdf/2510.07176v1,,ranked_by=relevance;score=5
P0200,First Steps Towards Overhearing LLM Agents: A Case Study With Dungeons & Dragons Gameplay,2025,http://arxiv.org/abs/2505.22809v2,2505.22809v2,cs.CL,"cs.CL,cs.AI,cs.HC",https://arxiv.org/pdf/2505.22809v2,,ranked_by=relevance;score=5
P0201,From User Interface to Agent Interface: Efficiency Optimization of UI Representations for LLM Agents,2025,http://arxiv.org/abs/2512.13438v1,2512.13438v1,cs.SE,"cs.SE,cs.AI",https://arxiv.org/pdf/2512.13438v1,,ranked_by=relevance;score=5
P0202,GenEnv: Difficulty-Aligned Co-Evolution Between LLM Agents and Environment Simulators,2025,http://arxiv.org/abs/2512.19682v2,2512.19682v2,cs.CL,cs.CL,https://arxiv.org/pdf/2512.19682v2,,ranked_by=relevance;score=5
P0203,Generator-Assistant Stepwise Rollback Framework for Large Language Model Agent,2025,http://arxiv.org/abs/2503.02519v4,2503.02519v4,cs.CL,cs.CL,https://arxiv.org/pdf/2503.02519v4,,ranked_by=relevance;score=5
P0204,Graph-Augmented Large Language Model Agents: Current Progress and Future Prospects,2025,http://arxiv.org/abs/2507.21407v2,2507.21407v2,cs.AI,cs.AI,https://arxiv.org/pdf/2507.21407v2,,ranked_by=relevance;score=5
P0205,GraphCodeAgent: Dual Graph-Guided LLM Agent for Retrieval-Augmented Repo-Level Code Generation,2025,http://arxiv.org/abs/2504.10046v2,2504.10046v2,cs.SE,cs.SE,https://arxiv.org/pdf/2504.10046v2,,ranked_by=relevance;score=5
P0206,INTA: Intent-Based Translation for Network Configuration with LLM Agents,2025,http://arxiv.org/abs/2501.08760v2,2501.08760v2,cs.NI,"cs.NI,cs.AI,cs.LG,cs.SE",https://arxiv.org/pdf/2501.08760v2,,ranked_by=relevance;score=5
P0207,IPIGuard: A Novel Tool Dependency Graph-Based Defense Against Indirect Prompt Injection in LLM Agents,2025,http://arxiv.org/abs/2508.15310v1,2508.15310v1,cs.CR,"cs.CR,cs.AI,cs.CL",https://arxiv.org/pdf/2508.15310v1,,ranked_by=relevance;score=5
P0208,ImpossibleBench: Measuring LLMs' Propensity of Exploiting Test Cases,2025,http://arxiv.org/abs/2510.20270v1,2510.20270v1,cs.LG,"cs.LG,cs.CL",https://arxiv.org/pdf/2510.20270v1,,ranked_by=relevance;score=5
P0209,Improving LLM Agents with Reinforcement Learning on Cryptographic CTF Challenges,2025,http://arxiv.org/abs/2506.02048v2,2506.02048v2,cs.CR,"cs.CR,cs.AI",https://arxiv.org/pdf/2506.02048v2,,ranked_by=relevance;score=5
P0210,"In-Context Distillation with Self-Consistency Cascades: A Simple, Training-Free Way to Reduce LLM Agent Costs",2025,http://arxiv.org/abs/2512.02543v1,2512.02543v1,cs.LG,cs.LG,https://arxiv.org/pdf/2512.02543v1,,ranked_by=relevance;score=5
P0211,Interpretable Risk Mitigation in LLM Agent Systems,2025,http://arxiv.org/abs/2505.10670v1,2505.10670v1,cs.AI,"cs.AI,cs.CY,cs.GT",https://arxiv.org/pdf/2505.10670v1,,ranked_by=relevance;score=5
P0212,Knowledge-Informed Automatic Feature Extraction via Collaborative Large Language Model Agents,2025,http://arxiv.org/abs/2511.15074v1,2511.15074v1,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2511.15074v1,,ranked_by=relevance;score=5
P0213,LLM Agent Swarm for Hypothesis-Driven Drug Discovery,2025,http://arxiv.org/abs/2504.17967v1,2504.17967v1,cs.AI,cs.AI,https://arxiv.org/pdf/2504.17967v1,,ranked_by=relevance;score=5
P0214,LLM Agents Should Employ Security Principles,2025,http://arxiv.org/abs/2505.24019v1,2505.24019v1,cs.CR,"cs.CR,cs.AI",https://arxiv.org/pdf/2505.24019v1,,ranked_by=relevance;score=5
P0215,LLM Agents for Automated Dependency Upgrades,2025,http://arxiv.org/abs/2510.03480v2,2510.03480v2,cs.SE,cs.SE,https://arxiv.org/pdf/2510.03480v2,,ranked_by=relevance;score=5
P0216,LLM Assisted Coding with Metamorphic Specification Mutation Agent,2025,http://arxiv.org/abs/2511.18249v1,2511.18249v1,cs.SE,cs.SE,https://arxiv.org/pdf/2511.18249v1,,ranked_by=relevance;score=5
P0217,LLM-Agent-Controller: A Universal Multi-Agent Large Language Model System as a Control Engineer,2025,http://arxiv.org/abs/2505.19567v1,2505.19567v1,cs.AI,"cs.AI,cs.MA",https://arxiv.org/pdf/2505.19567v1,,ranked_by=relevance;score=5
P0218,LLM-Agents Driven Automated Simulation Testing and Analysis of small Uncrewed Aerial Systems,2025,http://arxiv.org/abs/2501.11864v1,2501.11864v1,cs.SE,cs.SE,https://arxiv.org/pdf/2501.11864v1,,ranked_by=relevance;score=5
P0219,Large Language Model Agents for Radio Map Generation and Wireless Network Planning,2025,http://arxiv.org/abs/2501.11283v2,2501.11283v2,cs.IT,cs.IT,https://arxiv.org/pdf/2501.11283v2,,ranked_by=relevance;score=5
P0220,Les Dissonances: Cross-Tool Harvesting and Polluting in Pool-of-Tools Empowered LLM Agents,2025,http://arxiv.org/abs/2504.03111v3,2504.03111v3,cs.CR,cs.CR,https://arxiv.org/pdf/2504.03111v3,,ranked_by=relevance;score=5
