title,year,url,arxiv_id,doi,venue,primary_category,categories,pdf_url,source
Exemplar-Guided Planing: Enhanced LLM Agent for KGQA,2025,http://arxiv.org/abs/2510.15283v1,2510.15283v1,,,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2510.15283v1,arxiv
Exploring Communication Strategies for Collaborative LLM Agents in Mathematical Problem-Solving,2025,http://arxiv.org/abs/2507.17753v1,2507.17753v1,,,cs.HC,"cs.HC,cs.AI,cs.CL,cs.CY",https://arxiv.org/pdf/2507.17753v1,arxiv
Exploring Design of Multi-Agent LLM Dialogues for Research Ideation,2025,http://arxiv.org/abs/2507.08350v1,2507.08350v1,,,cs.CL,"cs.CL,cs.MA",https://arxiv.org/pdf/2507.08350v1,arxiv
Exploring Expert Failures Improves LLM Agent Tuning,2025,http://arxiv.org/abs/2504.13145v2,2504.13145v2,,,cs.AI,cs.AI,https://arxiv.org/pdf/2504.13145v2,arxiv
Exploring Large Language Models for Word Games:Who is the Spy?,2025,http://arxiv.org/abs/2503.15235v1,2503.15235v1,,,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2503.15235v1,arxiv
Exploring the Impact of Personality Traits on Conversational Recommender Systems: A Simulation with Large Language Models,2025,http://arxiv.org/abs/2504.12313v1,2504.12313v1,,,cs.CL,"cs.CL,cs.HC",https://arxiv.org/pdf/2504.12313v1,arxiv
Exposing LLM User Privacy via Traffic Fingerprint Analysis: A Study of Privacy Risks in LLM Agent Interactions,2025,http://arxiv.org/abs/2510.07176v1,2510.07176v1,,,cs.CR,cs.CR,https://arxiv.org/pdf/2510.07176v1,arxiv
FACT-AUDIT: An Adaptive Multi-Agent Framework for Dynamic Fact-Checking Evaluation of Large Language Models,2025,http://arxiv.org/abs/2502.17924v2,2502.17924v2,,,cs.CL,cs.CL,https://arxiv.org/pdf/2502.17924v2,arxiv
FEABench: Evaluating Language Models on Multiphysics Reasoning Ability,2025,http://arxiv.org/abs/2504.06260v1,2504.06260v1,,,cs.AI,"cs.AI,cs.CL,math.NA",https://arxiv.org/pdf/2504.06260v1,arxiv
FEAT: A Multi-Agent Forensic AI System with Domain-Adapted Large Language Model for Automated Cause-of-Death Analysis,2025,http://arxiv.org/abs/2508.07950v1,2508.07950v1,,,cs.AI,"cs.AI,cs.CV,cs.LG,cs.MA",https://arxiv.org/pdf/2508.07950v1,arxiv
FHIR-AgentBench: Benchmarking LLM Agents for Realistic Interoperable EHR Question Answering,2025,http://arxiv.org/abs/2509.19319v2,2509.19319v2,,,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2509.19319v2,arxiv
FaultLine: Automated Proof-of-Vulnerability Generation Using LLM Agents,2025,http://arxiv.org/abs/2507.15241v1,2507.15241v1,,,cs.SE,cs.SE,https://arxiv.org/pdf/2507.15241v1,arxiv
Fed-SE: Federated Self-Evolution for Privacy-Constrained Multi-Environment LLM Agents,2025,http://arxiv.org/abs/2512.08870v2,2512.08870v2,,,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2512.08870v2,arxiv
FedAgentBench: Towards Automating Real-world Federated Medical Image Analysis with Server-Client LLM Agents,2025,http://arxiv.org/abs/2509.23803v1,2509.23803v1,,,cs.LG,"cs.LG,cs.AI,cs.CV,cs.DC,cs.MA",https://arxiv.org/pdf/2509.23803v1,arxiv
FinBloom: Knowledge Grounding Large Language Model with Real-time Financial Data,2025,http://arxiv.org/abs/2502.18471v1,2502.18471v1,,,cs.IR,"cs.IR,cs.AI,cs.CL,cs.LG,q-fin.ST",https://arxiv.org/pdf/2502.18471v1,arxiv
FinPos: A Position-Aware Trading Agent System for Real Financial Markets,2025,http://arxiv.org/abs/2510.27251v2,2510.27251v2,,,cs.MA,cs.MA,https://arxiv.org/pdf/2510.27251v2,arxiv
Finance Agent Benchmark: Benchmarking LLMs on Real-world Financial Research Tasks,2025,http://arxiv.org/abs/2508.00828v1,2508.00828v1,,,cs.CE,cs.CE,https://arxiv.org/pdf/2508.00828v1,arxiv
Finding Common Ground: Using Large Language Models to Detect Agreement in Multi-Agent Decision Conferences,2025,http://arxiv.org/abs/2507.08440v1,2507.08440v1,,,cs.CL,"cs.CL,cs.AI,cs.MA",https://arxiv.org/pdf/2507.08440v1,arxiv
Fine-tuning a Large Language Model for Automating Computational Fluid Dynamics Simulations,2025,http://arxiv.org/abs/2504.09602v2,2504.09602v2,10.1016/j.taml.2025.100594,"Theor. Appl. Mech. Lett. 15, 100594 (2025)",physics.flu-dyn,"physics.flu-dyn,cs.AI,cs.CL",https://arxiv.org/pdf/2504.09602v2,arxiv
Firewalls to Secure Dynamic LLM Agentic Networks,2025,http://arxiv.org/abs/2502.01822v5,2502.01822v5,,,cs.CR,"cs.CR,cs.CY",https://arxiv.org/pdf/2502.01822v5,arxiv
First Steps Towards Overhearing LLM Agents: A Case Study With Dungeons & Dragons Gameplay,2025,http://arxiv.org/abs/2505.22809v2,2505.22809v2,,,cs.CL,"cs.CL,cs.AI,cs.HC",https://arxiv.org/pdf/2505.22809v2,arxiv
Forecasting Frontier Language Model Agent Capabilities,2025,http://arxiv.org/abs/2502.15850v2,2502.15850v2,,,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2502.15850v2,arxiv
Forewarned is Forearmed: A Survey on Large Language Model-based Agents in Autonomous Cyberattacks,2025,http://arxiv.org/abs/2505.12786v2,2505.12786v2,,,cs.NI,cs.NI,https://arxiv.org/pdf/2505.12786v2,arxiv
From Anger to Joy: How Nationality Personas Shape Emotion Attribution in Large Language Models,2025,http://arxiv.org/abs/2506.02431v2,2506.02431v2,,,cs.CL,cs.CL,https://arxiv.org/pdf/2506.02431v2,arxiv
From Assistants to Adversaries: Exploring the Security Risks of Mobile LLM Agents,2025,http://arxiv.org/abs/2505.12981v2,2505.12981v2,,,cs.CR,"cs.CR,cs.AI,cs.HC",https://arxiv.org/pdf/2505.12981v2,arxiv
From Automation to Autonomy: A Survey on Large Language Models in Scientific Discovery,2025,http://arxiv.org/abs/2505.13259v3,2505.13259v3,,,cs.CL,cs.CL,https://arxiv.org/pdf/2505.13259v3,arxiv
From Correction to Mastery: Reinforced Distillation of Large Language Model Agents,2025,http://arxiv.org/abs/2509.14257v2,2509.14257v2,,,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2509.14257v2,arxiv
From Experience to Strategy: Empowering LLM Agents with Trainable Graph Memory,2025,http://arxiv.org/abs/2511.07800v1,2511.07800v1,,,cs.CL,cs.CL,https://arxiv.org/pdf/2511.07800v1,arxiv
From LLMs to Agents: A Comparative Evaluation of LLMs and LLM-based Agents in Security Patch Detection,2025,http://arxiv.org/abs/2511.08060v1,2511.08060v1,,,cs.CR,"cs.CR,cs.SE",https://arxiv.org/pdf/2511.08060v1,arxiv
From Language to Action: A Review of Large Language Models as Autonomous Agents and Tool Users,2025,http://arxiv.org/abs/2508.17281v2,2508.17281v2,10.1007/s10462-025-11471-9,Artif. Intell. Rev. (2026),cs.CL,cs.CL,https://arxiv.org/pdf/2508.17281v2,arxiv
From Narrative to Action: A Hierarchical LLM-Agent Framework for Human Mobility Generation,2025,http://arxiv.org/abs/2510.24802v1,2510.24802v1,,,cs.MA,"cs.MA,cs.AI,cs.CY",https://arxiv.org/pdf/2510.24802v1,arxiv
From User Interface to Agent Interface: Efficiency Optimization of UI Representations for LLM Agents,2025,http://arxiv.org/abs/2512.13438v1,2512.13438v1,,,cs.SE,"cs.SE,cs.AI",https://arxiv.org/pdf/2512.13438v1,arxiv
From Word to World: Can Large Language Models be Implicit Text-based World Models?,2025,http://arxiv.org/abs/2512.18832v1,2512.18832v1,,,cs.CL,cs.CL,https://arxiv.org/pdf/2512.18832v1,arxiv
Fundamentals of Building Autonomous LLM Agents,2025,http://arxiv.org/abs/2510.09244v1,2510.09244v1,,,cs.AI,cs.AI,https://arxiv.org/pdf/2510.09244v1,arxiv
FutureX: An Advanced Live Benchmark for LLM Agents in Future Prediction,2025,http://arxiv.org/abs/2508.11987v3,2508.11987v3,,,cs.AI,"cs.AI,cs.LG",https://arxiv.org/pdf/2508.11987v3,arxiv
GAF-Guard: An Agentic Framework for Risk Management and Governance in Large Language Models,2025,http://arxiv.org/abs/2507.02986v2,2507.02986v2,,,cs.CL,cs.CL,https://arxiv.org/pdf/2507.02986v2,arxiv
GVGAI-LLM: Evaluating Large Language Model Agents with Infinite Games,2025,http://arxiv.org/abs/2508.08501v2,2508.08501v2,,,cs.AI,cs.AI,https://arxiv.org/pdf/2508.08501v2,arxiv
Gala: Global LLM Agents for Text-to-Model Translation,2025,http://arxiv.org/abs/2509.08970v2,2509.08970v2,,,cs.AI,cs.AI,https://arxiv.org/pdf/2509.08970v2,arxiv
"Galaxy: A Cognition-Centered Framework for Proactive, Privacy-Preserving, and Self-Evolving LLM Agents",2025,http://arxiv.org/abs/2508.03991v1,2508.03991v1,,,cs.AI,cs.AI,https://arxiv.org/pdf/2508.03991v1,arxiv
GateLens: A Reasoning-Enhanced LLM Agent for Automotive Software Release Analytics,2025,http://arxiv.org/abs/2503.21735v2,2503.21735v2,,,cs.SE,"cs.SE,cs.AI,cs.CL,cs.MA",https://arxiv.org/pdf/2503.21735v2,arxiv
GenEnv: Difficulty-Aligned Co-Evolution Between LLM Agents and Environment Simulators,2025,http://arxiv.org/abs/2512.19682v2,2512.19682v2,,,cs.CL,cs.CL,https://arxiv.org/pdf/2512.19682v2,arxiv
General Modular Harness for LLM Agents in Multi-Turn Gaming Environments,2025,http://arxiv.org/abs/2507.11633v1,2507.11633v1,,,cs.AI,cs.AI,https://arxiv.org/pdf/2507.11633v1,arxiv
General-Purpose Aerial Intelligent Agents Empowered by Large Language Models,2025,http://arxiv.org/abs/2503.08302v1,2503.08302v1,,,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2503.08302v1,arxiv
Generalizability of Large Language Model-Based Agents: A Comprehensive Survey,2025,http://arxiv.org/abs/2509.16330v1,2509.16330v1,,,cs.AI,cs.AI,https://arxiv.org/pdf/2509.16330v1,arxiv
Generating Individual Travel Diaries Using Large Language Models Informed by Census and Land-Use Data,2025,http://arxiv.org/abs/2509.09710v2,2509.09710v2,,,cs.CL,"cs.CL,cs.AI,cs.LG",https://arxiv.org/pdf/2509.09710v2,arxiv
Generative Agents and Expectations: Do LLMs Align with Heterogeneous Agent Models?,2025,http://arxiv.org/abs/2511.08604v1,2511.08604v1,,,econ.GN,econ.GN,https://arxiv.org/pdf/2511.08604v1,arxiv
Generator-Assistant Stepwise Rollback Framework for Large Language Model Agent,2025,http://arxiv.org/abs/2503.02519v4,2503.02519v4,,,cs.CL,cs.CL,https://arxiv.org/pdf/2503.02519v4,arxiv
Genesis: Evolving Attack Strategies for LLM Web Agent Red-Teaming,2025,http://arxiv.org/abs/2510.18314v1,2510.18314v1,,,cs.AI,cs.AI,https://arxiv.org/pdf/2510.18314v1,arxiv
GeoEvolve: Automating Geospatial Model Discovery via Multi-Agent Large Language Models,2025,http://arxiv.org/abs/2509.21593v1,2509.21593v1,,,cs.AI,"cs.AI,physics.soc-ph",https://arxiv.org/pdf/2509.21593v1,arxiv
GestOS: Advanced Hand Gesture Interpretation via Large Language Models to control Any Type of Robot,2025,http://arxiv.org/abs/2509.14412v1,2509.14412v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2509.14412v1,arxiv
Get Experience from Practice: LLM Agents with Record & Replay,2025,http://arxiv.org/abs/2505.17716v1,2505.17716v1,,,cs.LG,"cs.LG,cs.MA",https://arxiv.org/pdf/2505.17716v1,arxiv
Getting In Contract with Large Language Models -- An Agency Theory Perspective On Large Language Model Alignment,2025,http://arxiv.org/abs/2509.07642v1,2509.07642v1,,,cs.AI,cs.AI,https://arxiv.org/pdf/2509.07642v1,arxiv
Graph Representations for Reading Comprehension Analysis using Large Language Model and Eye-Tracking Biomarker,2025,http://arxiv.org/abs/2507.11972v1,2507.11972v1,,,cs.CL,"cs.CL,q-bio.NC",https://arxiv.org/pdf/2507.11972v1,arxiv
Graph-Augmented Large Language Model Agents: Current Progress and Future Prospects,2025,http://arxiv.org/abs/2507.21407v2,2507.21407v2,,,cs.AI,cs.AI,https://arxiv.org/pdf/2507.21407v2,arxiv
Graph-Enhanced Policy Optimization in LLM Agent Training,2025,http://arxiv.org/abs/2510.26270v1,2510.26270v1,,,cs.AI,cs.AI,https://arxiv.org/pdf/2510.26270v1,arxiv
GraphCodeAgent: Dual Graph-Guided LLM Agent for Retrieval-Augmented Repo-Level Code Generation,2025,http://arxiv.org/abs/2504.10046v2,2504.10046v2,,,cs.SE,cs.SE,https://arxiv.org/pdf/2504.10046v2,arxiv
GraphMaster: Automated Graph Synthesis via LLM Agents in Data-Limited Environments,2025,http://arxiv.org/abs/2504.00711v2,2504.00711v2,,,cs.LG,cs.LG,https://arxiv.org/pdf/2504.00711v2,arxiv
GraphicBench: A Planning Benchmark for Graphic Design with Language Agents,2025,http://arxiv.org/abs/2504.11571v1,2504.11571v1,,,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2504.11571v1,arxiv
Grounded Test-Time Adaptation for LLM Agents,2025,http://arxiv.org/abs/2511.04847v3,2511.04847v3,,,cs.LG,cs.LG,https://arxiv.org/pdf/2511.04847v3,arxiv
Group-in-Group Policy Optimization for LLM Agent Training,2025,http://arxiv.org/abs/2505.10978v3,2505.10978v3,,,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2505.10978v3,arxiv
GuideBench: Benchmarking Domain-Oriented Guideline Following for LLM Agents,2025,http://arxiv.org/abs/2505.11368v2,2505.11368v2,,,cs.CL,cs.CL,https://arxiv.org/pdf/2505.11368v2,arxiv
H$^2$R: Hierarchical Hindsight Reflection for Multi-Task LLM Agents,2025,http://arxiv.org/abs/2509.12810v1,2509.12810v1,,,cs.AI,cs.AI,https://arxiv.org/pdf/2509.12810v1,arxiv
HEAL: An Empirical Study on Hallucinations in Embodied Agents Driven by Large Language Models,2025,http://arxiv.org/abs/2506.15065v2,2506.15065v2,,,cs.LG,"cs.LG,cs.RO",https://arxiv.org/pdf/2506.15065v2,arxiv
HERAKLES: Hierarchical Skill Compilation for Open-ended LLM Agents,2025,http://arxiv.org/abs/2508.14751v1,2508.14751v1,,,cs.LG,cs.LG,https://arxiv.org/pdf/2508.14751v1,arxiv
HMCF: A Human-in-the-loop Multi-Robot Collaboration Framework Based on Large Language Models,2025,http://arxiv.org/abs/2505.00820v1,2505.00820v1,,,cs.RO,cs.RO,https://arxiv.org/pdf/2505.00820v1,arxiv
HPCAgentTester: A Multi-Agent LLM Approach for Enhanced HPC Unit Test Generation,2025,http://arxiv.org/abs/2511.10860v1,2511.10860v1,,,cs.DC,"cs.DC,cs.AI,cs.SE",https://arxiv.org/pdf/2511.10860v1,arxiv
Hallucination to Truth: A Review of Fact-Checking and Factuality Evaluation in Large Language Models,2025,http://arxiv.org/abs/2508.03860v2,2508.03860v2,10.1007/s10462-025-11454-w,Artif. Intell. Rev. (2026),cs.CL,"cs.CL,cs.AI,cs.LG",https://arxiv.org/pdf/2508.03860v2,arxiv
Harnessing Multi-Agent LLMs for Complex Engineering Problem-Solving: A Framework for Senior Design Projects,2025,http://arxiv.org/abs/2501.01205v1,2501.01205v1,,,cs.MA,"cs.MA,cs.AI,cs.CL,cs.LG",https://arxiv.org/pdf/2501.01205v1,arxiv
Harnessing Uncertainty: Entropy-Modulated Policy Gradients for Long-Horizon LLM Agents,2025,http://arxiv.org/abs/2509.09265v1,2509.09265v1,,,cs.LG,"cs.LG,cs.CL",https://arxiv.org/pdf/2509.09265v1,arxiv
HierRouter: Coordinated Routing of Specialized Large Language Models via Reinforcement Learning,2025,http://arxiv.org/abs/2511.09873v1,2511.09873v1,,,cs.CL,"cs.CL,cs.LG",https://arxiv.org/pdf/2511.09873v1,arxiv
Hierarchical AI-Meteorologist: LLM-Agent System for Multi-Scale and Explainable Weather Forecast Reporting,2025,http://arxiv.org/abs/2511.23387v1,2511.23387v1,,,cs.AI,cs.AI,https://arxiv.org/pdf/2511.23387v1,arxiv
Hierarchical Expert Prompt for Large-Language-Model: An Approach Defeat Elite AI in TextStarCraft II for the First Time,2025,http://arxiv.org/abs/2502.11122v1,2502.11122v1,,,cs.AI,cs.AI,https://arxiv.org/pdf/2502.11122v1,arxiv
Hierarchical Memory for High-Efficiency Long-Term Reasoning in LLM Agents,2025,http://arxiv.org/abs/2507.22925v1,2507.22925v1,,,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2507.22925v1,arxiv
Hierarchical Multi-agent Large Language Model Reasoning for Autonomous Functional Materials Discovery,2025,http://arxiv.org/abs/2512.13930v1,2512.13930v1,,,cond-mat.mtrl-sci,"cond-mat.mtrl-sci,cs.AI,cs.CL,cs.LG,cs.MA",https://arxiv.org/pdf/2512.13930v1,arxiv
How to evaluate control measures for LLM agents? A trajectory from today to superintelligence,2025,http://arxiv.org/abs/2504.05259v1,2504.05259v1,,,cs.AI,"cs.AI,cs.CR",https://arxiv.org/pdf/2504.05259v1,arxiv
"Hybrid Fact-Checking that Integrates Knowledge Graphs, Large Language Models, and Search-Based Retrieval Agents Improves Interpretable Claim Verification",2025,http://arxiv.org/abs/2511.03217v1,2511.03217v1,,,cs.CL,"cs.CL,cs.AI,cs.CY,cs.IR",https://arxiv.org/pdf/2511.03217v1,arxiv
HybridRAG-based LLM Agents for Low-Carbon Optimization in Low-Altitude Economy Networks,2025,http://arxiv.org/abs/2506.15947v1,2506.15947v1,,,cs.NI,"cs.NI,eess.SP",https://arxiv.org/pdf/2506.15947v1,arxiv
HydraRAG: Structured Cross-Source Enhanced Large Language Model Reasoning,2025,http://arxiv.org/abs/2505.17464v4,2505.17464v4,,,cs.CL,cs.CL,https://arxiv.org/pdf/2505.17464v4,arxiv
IGDA: Interactive Graph Discovery through Large Language Model Agents,2025,http://arxiv.org/abs/2502.17189v2,2502.17189v2,,,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2502.17189v2,arxiv
INTA: Intent-Based Translation for Network Configuration with LLM Agents,2025,http://arxiv.org/abs/2501.08760v2,2501.08760v2,,,cs.NI,"cs.NI,cs.AI,cs.LG,cs.SE",https://arxiv.org/pdf/2501.08760v2,arxiv
IPIGuard: A Novel Tool Dependency Graph-Based Defense Against Indirect Prompt Injection in LLM Agents,2025,http://arxiv.org/abs/2508.15310v1,2508.15310v1,,,cs.CR,"cs.CR,cs.AI,cs.CL",https://arxiv.org/pdf/2508.15310v1,arxiv
Identification and Optimization of Redundant Code Using Large Language Models,2025,http://arxiv.org/abs/2505.04040v1,2505.04040v1,,,cs.SE,cs.SE,https://arxiv.org/pdf/2505.04040v1,arxiv
Implementing Agents in JavaScript,2025,http://arxiv.org/abs/2505.18228v2,2505.18228v2,,,cs.MA,cs.MA,https://arxiv.org/pdf/2505.18228v2,arxiv
Improved LLM Agents for Financial Document Question Answering,2025,http://arxiv.org/abs/2506.08726v3,2506.08726v3,,,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2506.08726v3,arxiv
Improving Interactive Diagnostic Ability of a Large Language Model Agent Through Clinical Experience Learning,2025,http://arxiv.org/abs/2503.16463v1,2503.16463v1,,,cs.AI,"cs.AI,cs.CL,cs.HC",https://arxiv.org/pdf/2503.16463v1,arxiv
Improving LLM Agent Planning with In-Context Learning via Atomic Fact Augmentation and Lookahead Search,2025,http://arxiv.org/abs/2506.09171v1,2506.09171v1,,,cs.LG,"cs.LG,cs.AI,cs.CL",https://arxiv.org/pdf/2506.09171v1,arxiv
Improving LLM Agents with Reinforcement Learning on Cryptographic CTF Challenges,2025,http://arxiv.org/abs/2506.02048v2,2506.02048v2,,,cs.CR,"cs.CR,cs.AI",https://arxiv.org/pdf/2506.02048v2,arxiv
Improving LLM-Powered EDA Assistants with RAFT,2025,http://arxiv.org/abs/2506.06500v1,2506.06500v1,,,cs.CL,cs.CL,https://arxiv.org/pdf/2506.06500v1,arxiv
Improving the Efficiency of LLM Agent Systems through Trajectory Reduction,2025,http://arxiv.org/abs/2509.23586v1,2509.23586v1,,,cs.SE,"cs.SE,cs.AI",https://arxiv.org/pdf/2509.23586v1,arxiv
In-Browser LLM-Guided Fuzzing for Real-Time Prompt Injection Testing in Agentic AI Browsers,2025,http://arxiv.org/abs/2510.13543v1,2510.13543v1,,,cs.CR,"cs.CR,cs.AI",https://arxiv.org/pdf/2510.13543v1,arxiv
"In-Context Distillation with Self-Consistency Cascades: A Simple, Training-Free Way to Reduce LLM Agent Costs",2025,http://arxiv.org/abs/2512.02543v1,2512.02543v1,,,cs.LG,cs.LG,https://arxiv.org/pdf/2512.02543v1,arxiv
Inducing State Anxiety in LLM Agents Reproduces Human-Like Biases in Consumer Decision-Making,2025,http://arxiv.org/abs/2510.06222v1,2510.06222v1,,,cs.HC,"cs.HC,econ.GN",https://arxiv.org/pdf/2510.06222v1,arxiv
InfoBid: A Simulation Framework for Studying Information Disclosure in Auctions with Large Language Model-based Agents,2025,http://arxiv.org/abs/2503.22726v1,2503.22726v1,,,cs.GT,"cs.GT,cs.CL,cs.HC,cs.MA,econ.GN",https://arxiv.org/pdf/2503.22726v1,arxiv
Infusing Theory of Mind into Socially Intelligent LLM Agents,2025,http://arxiv.org/abs/2509.22887v1,2509.22887v1,,,cs.CL,cs.CL,https://arxiv.org/pdf/2509.22887v1,arxiv
Inherent and emergent liability issues in LLM-based agentic systems: a principal-agent perspective,2025,http://arxiv.org/abs/2504.03255v2,2504.03255v2,10.18653/v1/2025.realm-1.9,,cs.CY,"cs.CY,cs.CL,cs.MA",https://arxiv.org/pdf/2504.03255v2,arxiv
Instructional Agents: LLM Agents on Automated Course Material Generation for Teaching Faculties,2025,http://arxiv.org/abs/2508.19611v2,2508.19611v2,,,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2508.19611v2,arxiv
Instructor-Worker Large Language Model System for Policy Recommendation: a Case Study on Air Quality Analysis of the January 2025 Los Angeles Wildfires,2025,http://arxiv.org/abs/2503.00566v4,2503.00566v4,10.1016/j.jag.2025.104774,International Journal of Applied Earth Observation and Geoinformation 143 (2025) 104774,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2503.00566v4,arxiv
InsurAgent: A Large Language Model-Empowered Agent for Simulating Individual Behavior in Purchasing Flood Insurance,2025,http://arxiv.org/abs/2511.02119v1,2511.02119v1,,,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2511.02119v1,arxiv
Integrating LLM and Diffusion-Based Agents for Social Simulation,2025,http://arxiv.org/abs/2510.16366v1,2510.16366v1,,,cs.CY,cs.CY,https://arxiv.org/pdf/2510.16366v1,arxiv
Interactive Learning for LLM Reasoning,2025,http://arxiv.org/abs/2509.26306v3,2509.26306v3,,,cs.AI,cs.AI,https://arxiv.org/pdf/2509.26306v3,arxiv
Interpretable Risk Mitigation in LLM Agent Systems,2025,http://arxiv.org/abs/2505.10670v1,2505.10670v1,,,cs.AI,"cs.AI,cs.CY,cs.GT",https://arxiv.org/pdf/2505.10670v1,arxiv
InvestAlign: Overcoming Data Scarcity in Aligning Large Language Models with Investor Decision-Making Processes under Herd Behavior,2025,http://arxiv.org/abs/2507.06528v1,2507.06528v1,,,cs.CL,"cs.CL,cs.AI,cs.ET,cs.LG",https://arxiv.org/pdf/2507.06528v1,arxiv
Investigating Prosocial Behavior Theory in LLM Agents under Policy-Induced Inequities,2025,http://arxiv.org/abs/2505.15857v2,2505.15857v2,,,cs.SI,cs.SI,https://arxiv.org/pdf/2505.15857v2,arxiv
Investigating Tax Evasion Emergence Using Dual Large Language Model and Deep Reinforcement Learning Powered Agent-based Simulation,2025,http://arxiv.org/abs/2501.18177v2,2501.18177v2,,,cs.IR,"cs.IR,cs.CY,cs.MA",https://arxiv.org/pdf/2501.18177v2,arxiv
Investigating and Extending Homans' Social Exchange Theory with Large Language Model based Agents,2025,http://arxiv.org/abs/2502.12450v1,2502.12450v1,,,cs.AI,cs.AI,https://arxiv.org/pdf/2502.12450v1,arxiv
Is Safety Standard Same for Everyone? User-Specific Safety Evaluation of Large Language Models,2025,http://arxiv.org/abs/2502.15086v2,2502.15086v2,,,cs.CL,cs.CL,https://arxiv.org/pdf/2502.15086v2,arxiv
Iterative Self-Incentivization Empowers Large Language Models as Agentic Searchers,2025,http://arxiv.org/abs/2505.20128v1,2505.20128v1,,,cs.CL,cs.CL,https://arxiv.org/pdf/2505.20128v1,arxiv
Just-in-time Episodic Feedback Hinter: Leveraging Offline Knowledge to Improve LLM Agents Adaptation,2025,http://arxiv.org/abs/2510.04373v1,2510.04373v1,,,cs.AI,cs.AI,https://arxiv.org/pdf/2510.04373v1,arxiv
KITE: A Benchmark for Evaluating Korean Instruction-Following Abilities in Large Language Models,2025,http://arxiv.org/abs/2510.15558v1,2510.15558v1,,,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2510.15558v1,arxiv
Know Your Intent: An Autonomous Multi-Perspective LLM Agent Framework for DeFi User Transaction Intent Mining,2025,http://arxiv.org/abs/2511.15456v1,2511.15456v1,,,cs.AI,"cs.AI,q-fin.GN",https://arxiv.org/pdf/2511.15456v1,arxiv
KnowThyself: An Agentic Assistant for LLM Interpretability,2025,http://arxiv.org/abs/2511.03878v1,2511.03878v1,,,cs.AI,"cs.AI,cs.IR,cs.LG,cs.MA",https://arxiv.org/pdf/2511.03878v1,arxiv
Knowledge-Augmented Large Language Model Agents for Explainable Financial Decision-Making,2025,http://arxiv.org/abs/2512.09440v1,2512.09440v1,,,cs.CL,cs.CL,https://arxiv.org/pdf/2512.09440v1,arxiv
Knowledge-Driven Agentic Scientific Corpus Distillation Framework for Biomedical Large Language Models Training,2025,http://arxiv.org/abs/2504.19565v3,2504.19565v3,,,cs.CL,"cs.CL,cs.AI,q-bio.QM",https://arxiv.org/pdf/2504.19565v3,arxiv
Knowledge-Grounded Agentic Large Language Models for Multi-Hazard Understanding from Reconnaissance Reports,2025,http://arxiv.org/abs/2511.14010v2,2511.14010v2,,,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2511.14010v2,arxiv
Knowledge-Informed Automatic Feature Extraction via Collaborative Large Language Model Agents,2025,http://arxiv.org/abs/2511.15074v1,2511.15074v1,,,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2511.15074v1,arxiv
L2M-AID: Autonomous Cyber-Physical Defense by Fusing Semantic Reasoning of Large Language Models with Multi-Agent Reinforcement Learning (Preprint),2025,http://arxiv.org/abs/2510.07363v2,2510.07363v2,,,cs.AI,cs.AI,https://arxiv.org/pdf/2510.07363v2,arxiv
LA-RCS: LLM-Agent-Based Robot Control System,2025,http://arxiv.org/abs/2505.18214v1,2505.18214v1,10.18494/SAM5643,Senors and Materials 2025,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2505.18214v1,arxiv
LATENT: LLM-Augmented Trojan Insertion and Evaluation Framework for Analog Netlist Topologies,2025,http://arxiv.org/abs/2505.06364v1,2505.06364v1,,,cs.CR,cs.CR,https://arxiv.org/pdf/2505.06364v1,arxiv
LLM Agent Communication Protocol (LACP) Requires Urgent Standardization: A Telecom-Inspired Protocol is Necessary,2025,http://arxiv.org/abs/2510.13821v1,2510.13821v1,,,cs.NI,cs.NI,https://arxiv.org/pdf/2510.13821v1,arxiv
LLM Agent Meets Agentic AI: Can LLM Agents Simulate Customers to Evaluate Agentic-AI-based Shopping Assistants?,2025,http://arxiv.org/abs/2509.21501v1,2509.21501v1,,,cs.HC,"cs.HC,cs.CL",https://arxiv.org/pdf/2509.21501v1,arxiv
LLM Agent Swarm for Hypothesis-Driven Drug Discovery,2025,http://arxiv.org/abs/2504.17967v1,2504.17967v1,,,cs.AI,cs.AI,https://arxiv.org/pdf/2504.17967v1,arxiv
