section_id	section_title	paper_id	why
5.1	Pretraining data and supervision	P0154	Matches subsection 'Pretraining data and supervision' via shared terms (benchmarks, cues, datasets) in the paper title/abstract.
5.1	Pretraining data and supervision	P0283	Matches subsection 'Pretraining data and supervision' via shared terms (architecture, comparison, data) in the paper title/abstract.
5.1	Pretraining data and supervision	P0284	Matches subsection 'Pretraining data and supervision' via shared terms (constraints, design, failure) in the paper title/abstract.
5.1	Pretraining data and supervision	P0008	Matches subsection 'Pretraining data and supervision' via shared terms (constraints, core, data) in the paper title/abstract.
5.1	Pretraining data and supervision	P0037	Matches subsection 'Pretraining data and supervision' via shared terms (core, data, design) in the paper title/abstract.
5.1	Pretraining data and supervision	P0039	Matches subsection 'Pretraining data and supervision' via shared terms (architecture, constraints, efficiency) in the paper title/abstract.
5.1	Pretraining data and supervision	P0087	Matches subsection 'Pretraining data and supervision' via shared terms (data, data, design) in the paper title/abstract.
5.1	Pretraining data and supervision	P0099	Matches subsection 'Pretraining data and supervision' via shared terms (data, cost, data) in the paper title/abstract.
5.1	Pretraining data and supervision	P0104	Matches subsection 'Pretraining data and supervision' via shared terms (benchmarks, cues, design) in the paper title/abstract.
5.1	Pretraining data and supervision	P0265	Matches subsection 'Pretraining data and supervision' via shared terms (system, when, will) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0033	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (post, training, architecture) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0079	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (training, data, design) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0082	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (training, cost, data) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0102	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (training, data, datasets) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0281	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (training, data, evaluation) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0201	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (training, data, datasets) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0065	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (choices, data, datasets) in the paper title/abstract. (also mapped 1× already)
5.2	Post-training, feedback, and continual improvement	P0219	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (improvement, data, human) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0054	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (architecture, core, data) in the paper title/abstract. (also mapped 1× already)
5.2	Post-training, feedback, and continual improvement	P0027	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (architecture, benchmarks, data) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0028	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (cost, design, efficiency) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0035	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (training, data, datasets) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0103	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (benchmarks, core, evaluation) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0180	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (benchmarks, data, datasets) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0189	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (benchmarks, data, evaluation) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0287	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (comparison, core, data) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0216	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (architecture, cover, how) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0140	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (axes, cost, data) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0253	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (benchmarks, data, feedback) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0261	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (data, how, human) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0025	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (training, data, how) in the paper title/abstract. (also mapped 1× already)
5.2	Post-training, feedback, and continual improvement	P0078	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (benchmarks, data, datasets) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0081	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (cost, data, evaluation) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0041	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (architecture, benchmarks, data) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0058	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (benchmarks, data, datasets) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0089	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (data, design, efficiency) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0172	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (benchmarks, core, data) in the paper title/abstract.
5.2	Post-training, feedback, and continual improvement	P0265	Matches subsection 'Post-training, feedback, and continual improvement' via shared terms (system, when, will) in the paper title/abstract. (also mapped 1× already)
5.3	Data quality, scaling, and distribution shift	P0157	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (data, scaling, data) in the paper title/abstract.
5.3	Data quality, scaling, and distribution shift	P0073	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (scaling, benchmarks, data) in the paper title/abstract.
5.3	Data quality, scaling, and distribution shift	P0188	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (scaling, data, datasets) in the paper title/abstract.
5.3	Data quality, scaling, and distribution shift	P0032	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (scaling, choices, core) in the paper title/abstract. (also mapped 1× already)
5.3	Data quality, scaling, and distribution shift	P0063	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (data, concrete, data) in the paper title/abstract. (also mapped 1× already)
5.3	Data quality, scaling, and distribution shift	P0088	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (scaling, architecture, benchmarks) in the paper title/abstract.
5.3	Data quality, scaling, and distribution shift	P0192	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (scaling, cost, data) in the paper title/abstract.
5.3	Data quality, scaling, and distribution shift	P0249	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (scaling, data, datasets) in the paper title/abstract.
5.3	Data quality, scaling, and distribution shift	P0182	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (data, datasets, distribution) in the paper title/abstract.
5.3	Data quality, scaling, and distribution shift	P0235	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (scaling, data, datasets) in the paper title/abstract.
5.3	Data quality, scaling, and distribution shift	P0168	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (data, data, datasets) in the paper title/abstract. (also mapped 1× already)
5.3	Data quality, scaling, and distribution shift	P0194	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (data, constraints, data) in the paper title/abstract. (also mapped 1× already)
5.3	Data quality, scaling, and distribution shift	P0199	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (scaling, data, design) in the paper title/abstract.
5.3	Data quality, scaling, and distribution shift	P0096	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (data, data, human) in the paper title/abstract. (also mapped 1× already)
5.3	Data quality, scaling, and distribution shift	P0288	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (data, data, human) in the paper title/abstract. (also mapped 1× already)
5.3	Data quality, scaling, and distribution shift	P0206	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (scaling, data, design) in the paper title/abstract.
5.3	Data quality, scaling, and distribution shift	P0131	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (data, data, datasets) in the paper title/abstract.
5.3	Data quality, scaling, and distribution shift	P0226	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (data, data, quality) in the paper title/abstract.
5.3	Data quality, scaling, and distribution shift	P0068	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (data, datasets, distribution) in the paper title/abstract.
5.3	Data quality, scaling, and distribution shift	P0241	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (scaling, human, scaling) in the paper title/abstract.
5.3	Data quality, scaling, and distribution shift	P0259	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (data, datasets, human) in the paper title/abstract.
5.3	Data quality, scaling, and distribution shift	P0087	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (data, data, design) in the paper title/abstract. (also mapped 1× already)
5.3	Data quality, scaling, and distribution shift	P0059	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (data, benchmarks, data) in the paper title/abstract. (also mapped 1× already)
5.3	Data quality, scaling, and distribution shift	P0030	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (architecture, cues, data) in the paper title/abstract.
5.3	Data quality, scaling, and distribution shift	P0080	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (scaling, data, distribution) in the paper title/abstract.
5.3	Data quality, scaling, and distribution shift	P0269	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (data, distribution, failure) in the paper title/abstract.
5.3	Data quality, scaling, and distribution shift	P0040	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (benchmarks, data, distribution) in the paper title/abstract.
5.3	Data quality, scaling, and distribution shift	P0265	Matches subsection 'Data quality, scaling, and distribution shift' via shared terms (system, when, will) in the paper title/abstract. (also mapped 2× already)
6.1	Benchmarks, metrics, and generalization	P0073	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (generalization, benchmarks, controls) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks, metrics, and generalization	P0124	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (generalization, data, generalization) in the paper title/abstract.
6.1	Benchmarks, metrics, and generalization	P0040	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (generalization, benchmarks, data) in the paper title/abstract. (also mapped 2× already)
6.1	Benchmarks, metrics, and generalization	P0213	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (generalization, benchmarks, datasets) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks, metrics, and generalization	P0109	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (benchmarks, architecture, benchmarks) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks, metrics, and generalization	P0156	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (data, deployment, explicit) in the paper title/abstract.
6.1	Benchmarks, metrics, and generalization	P0224	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (data, datasets, generalization) in the paper title/abstract.
6.1	Benchmarks, metrics, and generalization	P0141	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (comparison, core, datasets) in the paper title/abstract.
6.1	Benchmarks, metrics, and generalization	P0257	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (comparison, core, datasets) in the paper title/abstract.
6.1	Benchmarks, metrics, and generalization	P0030	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (architecture, cues, data) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks, metrics, and generalization	P0157	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (generalization, data, datasets) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks, metrics, and generalization	P0068	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (data, datasets, generalization) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks, metrics, and generalization	P0140	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (axes, cost, data) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks, metrics, and generalization	P0069	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (datasets, design, how) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks, metrics, and generalization	P0164	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (automated, data, datasets) in the paper title/abstract.
6.1	Benchmarks, metrics, and generalization	P0299	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (architecture, data, design) in the paper title/abstract.
6.1	Benchmarks, metrics, and generalization	P0064	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (data, datasets, deployment) in the paper title/abstract.
6.1	Benchmarks, metrics, and generalization	P0137	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (architecture, core, datasets) in the paper title/abstract.
6.1	Benchmarks, metrics, and generalization	P0225	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (differs, generalization, identify) in the paper title/abstract.
6.1	Benchmarks, metrics, and generalization	P0233	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (data, deployment, identify) in the paper title/abstract.
6.1	Benchmarks, metrics, and generalization	P0006	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (benchmarks, core, data) in the paper title/abstract. (also mapped 2× already)
6.1	Benchmarks, metrics, and generalization	P0070	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (cost, data, deployment) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks, metrics, and generalization	P0078	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (benchmarks, coverage, data) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks, metrics, and generalization	P0081	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (cost, data, evaluation) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks, metrics, and generalization	P0279	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (benchmarks, data, design) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks, metrics, and generalization	P0012	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (constraints, deployment, evaluation) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks, metrics, and generalization	P0016	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (core, data, datasets) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks, metrics, and generalization	P0266	Matches subsection 'Benchmarks, metrics, and generalization' via shared terms (which) in the paper title/abstract. (also mapped 3× already)
6.2	Safety, reliability, and real-world deployment	P0211	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (real, world, automated) in the paper title/abstract.
6.2	Safety, reliability, and real-world deployment	P0165	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (real, world, evaluation) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, reliability, and real-world deployment	P0297	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (real, world, benchmarks) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, reliability, and real-world deployment	P0001	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (real, world, data) in the paper title/abstract.
6.2	Safety, reliability, and real-world deployment	P0194	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (real, world, constraints) in the paper title/abstract. (also mapped 2× already)
6.2	Safety, reliability, and real-world deployment	P0036	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (real, benchmarks, cover) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, reliability, and real-world deployment	P0180	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (world, benchmarks, data) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, reliability, and real-world deployment	P0189	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (real, benchmarks, data) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, reliability, and real-world deployment	P0201	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (real, automated, data) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, reliability, and real-world deployment	P0192	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (real, automated, cost) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, reliability, and real-world deployment	P0205	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (safety, world, evaluation) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, reliability, and real-world deployment	P0133	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (real, world, data) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, reliability, and real-world deployment	P0217	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (world, architecture, datasets) in the paper title/abstract.
6.2	Safety, reliability, and real-world deployment	P0284	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (deployment, constraints, deployment) in the paper title/abstract. (also mapped 2× already)
6.2	Safety, reliability, and real-world deployment	P0118	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (safety, constraints, cost) in the paper title/abstract. (also mapped 2× already)
6.2	Safety, reliability, and real-world deployment	P0082	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (world, cost, data) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, reliability, and real-world deployment	P0161	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (world, failure, real) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, reliability, and real-world deployment	P0186	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (world, deployment, limitations) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, reliability, and real-world deployment	P0177	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (world, evaluation, human) in the paper title/abstract.
6.2	Safety, reliability, and real-world deployment	P0187	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (world, architecture, controls) in the paper title/abstract.
6.2	Safety, reliability, and real-world deployment	P0151	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (world, benchmarks, controls) in the paper title/abstract. (also mapped 2× already)
6.2	Safety, reliability, and real-world deployment	P0027	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (world, architecture, benchmarks) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, reliability, and real-world deployment	P0231	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (deployment, data, deployment) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, reliability, and real-world deployment	P0246	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (world, data, evaluation) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, reliability, and real-world deployment	P0197	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (world, data, intent) in the paper title/abstract.
6.2	Safety, reliability, and real-world deployment	P0112	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (world, data, explicit) in the paper title/abstract. (also mapped 2× already)
6.2	Safety, reliability, and real-world deployment	P0152	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (world, axes, constraints) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, reliability, and real-world deployment	P0266	Matches subsection 'Safety, reliability, and real-world deployment' via shared terms (real, world, real) in the paper title/abstract. (also mapped 4× already)
6.3	Failure analysis, robustness, and stress testing	P0136	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (failure, cost, data) in the paper title/abstract. (also mapped 1× already)
6.3	Failure analysis, robustness, and stress testing	P0068	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (analysis, analysis, data) in the paper title/abstract. (also mapped 2× already)
6.3	Failure analysis, robustness, and stress testing	P0277	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (robustness, architecture, benchmarks) in the paper title/abstract. (also mapped 1× already)
6.3	Failure analysis, robustness, and stress testing	P0050	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (analysis, analysis, core) in the paper title/abstract. (also mapped 1× already)
6.3	Failure analysis, robustness, and stress testing	P0116	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (failure, design, failure) in the paper title/abstract. (also mapped 1× already)
6.3	Failure analysis, robustness, and stress testing	P0049	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (analysis, datasets, deployment) in the paper title/abstract.
6.3	Failure analysis, robustness, and stress testing	P0248	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (analysis, data, evaluation) in the paper title/abstract.
6.3	Failure analysis, robustness, and stress testing	P0030	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (architecture, cues, data) in the paper title/abstract. (also mapped 2× already)
6.3	Failure analysis, robustness, and stress testing	P0236	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (failure, how, identify) in the paper title/abstract. (also mapped 1× already)
6.3	Failure analysis, robustness, and stress testing	P0141	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (analysis, comparison, core) in the paper title/abstract. (also mapped 1× already)
6.3	Failure analysis, robustness, and stress testing	P0257	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (analysis, comparison, core) in the paper title/abstract. (also mapped 1× already)
6.3	Failure analysis, robustness, and stress testing	P0261	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (data, how, human) in the paper title/abstract. (also mapped 1× already)
6.3	Failure analysis, robustness, and stress testing	P0280	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (failure, mechanism, representative) in the paper title/abstract.
6.3	Failure analysis, robustness, and stress testing	P0086	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (analysis, data, drive) in the paper title/abstract.
6.3	Failure analysis, robustness, and stress testing	P0162	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (human, limitations, system) in the paper title/abstract.
6.3	Failure analysis, robustness, and stress testing	P0167	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (data, explicit, leakage) in the paper title/abstract.
6.3	Failure analysis, robustness, and stress testing	P0171	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (data, human, recent) in the paper title/abstract.
6.3	Failure analysis, robustness, and stress testing	P0191	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (comparison, data, robustness) in the paper title/abstract.
6.3	Failure analysis, robustness, and stress testing	P0195	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (data, intent, training) in the paper title/abstract.
6.3	Failure analysis, robustness, and stress testing	P0203	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (design, how, human) in the paper title/abstract.
6.3	Failure analysis, robustness, and stress testing	P0286	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (analysis, deployment, human) in the paper title/abstract.
6.3	Failure analysis, robustness, and stress testing	P0130	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (automated, benchmarks, evaluation) in the paper title/abstract.
6.3	Failure analysis, robustness, and stress testing	P0218	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (data, deployment, human) in the paper title/abstract.
6.3	Failure analysis, robustness, and stress testing	P0144	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (analysis, architecture, datasets) in the paper title/abstract.
6.3	Failure analysis, robustness, and stress testing	P0247	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (comparison, comparisons, cover) in the paper title/abstract.
6.3	Failure analysis, robustness, and stress testing	P0255	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (data, human, recent) in the paper title/abstract.
6.3	Failure analysis, robustness, and stress testing	P0202	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (analysis, benchmarks, datasets) in the paper title/abstract. (also mapped 2× already)
6.3	Failure analysis, robustness, and stress testing	P0266	Matches subsection 'Failure analysis, robustness, and stress testing' via shared terms (which) in the paper title/abstract. (also mapped 5× already)
